university_name,major_name,capacity
Universitas Mulawarman,Farmasi Klinis,20
Universitas Mulawarman,Sistem Informasi,40
Institut Teknologi Kalimantan,Fisika,33
Institut Teknologi Kalimantan,Matematika,40
Institut Teknologi Kalimantan,Teknik Mesin,50
Institut Teknologi Kalimantan,Teknik Elektro,45
Institut Teknologi Kalimantan,Teknik Kimia,45
Institut Teknologi Kalimantan,Teknik Material Dan Metalurgi,35
Institut Teknologi Kalimantan,Teknik Sipil,45
Institut Teknologi Kalimantan,Perencanaan Wilayah Dan Kota,45
Institut Teknologi Kalimantan,Teknik Perkapalan,45
Institut Teknologi Kalimantan,Sistem Informasi,47
Institut Teknologi Kalimantan,Teknik Industri,50
Institut Teknologi Kalimantan,Informatika,35
Institut Teknologi Kalimantan,Teknik Lingkungan,40
Institut Teknologi Kalimantan,Teknik Kelautan,27
Universitas Borneo Tarakan,Teknik Elektro,32
Universitas Borneo Tarakan,Teknik Sipil,34
Universitas Borneo Tarakan,Agribisnis,48
Universitas Borneo Tarakan,Agroteknologi,48
Universitas Borneo Tarakan,Pendidikan Biologi,32
Universitas Borneo Tarakan,Manajemen Sumber Daya Perairan,48
Universitas Borneo Tarakan,Akuakultur,48
Universitas Borneo Tarakan,Teknologi Hasil Perikanan,32
Universitas Borneo Tarakan,Teknik Mesin,32
Universitas Udayana,Pendidikan Dokter,125
Universitas Udayana,Kedokteran Hewan,60
Universitas Udayana,Teknik Arsitektur,60
Universitas Udayana,Teknik Sipil,90
Universitas Udayana,Ilmu Dan Teknologi Pangan,40
Universitas Udayana,Teknologi Industri Pertanian,40
Universitas Udayana,Teknik Pertanian,30
Universitas Udayana,Biologi,35
Universitas Udayana,Kimia,40
Universitas Udayana,Fisika,30
Universitas Udayana,Teknik Mesin,90
Universitas Udayana,Teknik Elektro,75
Universitas Udayana,Agribisnis,100
Universitas Udayana,Agroekoteknologi,113
Universitas Udayana,Peternakan,100
Universitas Udayana,Matematika,50
Universitas Udayana,Ilmu Kesehatan Masyarakat,75
Universitas Udayana,Farmasi,50
Universitas Udayana,Ilmu Keperawatan,45
Universitas Udayana,Ilmu Komputer/Teknik Informatika,60
Universitas Udayana,Teknologi Informasi,90
Universitas Udayana,Fisioterapi,30
Universitas Udayana,Ilmu Kelautan,50
Universitas Udayana,Arsitektur Pertamanan,25
Universitas Udayana,Manajemen Sumber Daya Perairan,50
Universitas Udayana,Pendidikan Dokter Gigi,25
Universitas Pendidikan Ganesha,Pendidikan Matematika,36
Universitas Pendidikan Ganesha,Pendidikan Biologi,16
Universitas Pendidikan Ganesha,Pendidikan Kimia,10
Universitas Pendidikan Ganesha,Pendidikan Fisika,18
Universitas Pendidikan Ganesha,Pendidikan Teknik Informatika,60
Universitas Pendidikan Ganesha,Pendidikan Teknik Elektro,16
Universitas Pendidikan Ganesha,Pendidikan Teknik Mesin,19
Universitas Pendidikan Ganesha,Kimia,6
Universitas Pendidikan Ganesha,Matematika,6
Universitas Pendidikan Ganesha,Biologi,6
Universitas Pendidikan Ganesha,Akuakultur,6
Universitas Pendidikan Ganesha,Sistem Informasi,24
Universitas Pendidikan Ganesha,Ilmu Komputer,24
Universitas Pendidikan Ganesha,Kedokteran,20
Universitas Mataram,Agroekoteknologi,75
Universitas Mataram,Agribisnis,160
Universitas Mataram,Kehutanan,50
Universitas Mataram,Pendidikan Biologi,60
Universitas Mataram,Pendidikan Kimia,50
Universitas Mataram,Pendidikan Matematika,90
Universitas Mataram,Teknik Sipil,100
Universitas Mataram,Teknik Mesin,75
Universitas Mataram,Teknik Elektro,75
Universitas Mataram,Biologi,40
Universitas Mataram,Matematika,40
Universitas Mataram,Fisika,40
Universitas Mataram,Kimia,40
Universitas Mataram,Peternakan,150
Universitas Mataram,Pendidikan Dokter,50
Universitas Mataram,Ilmu Dan Teknologi Pangan,60
Universitas Mataram,Keteknikan Pertanian,60
Universitas Mataram,Budidaya Perairan,50
Universitas Mataram,Teknik Informatika,50
Universitas Mataram,Farmasi,38
Universitas Mataram,Ilmu Tanah,30
Universitas Nusa Cendana,Pend. Matematika,45
Universitas Nusa Cendana,Pend. Biologi,45
Universitas Nusa Cendana,Pend. Fisika,45
Universitas Nusa Cendana,Pend. Kimia,68
Universitas Nusa Cendana,Pend. Teknik Elektro,36
Universitas Nusa Cendana,Agribisnis,126
Universitas Nusa Cendana,Ilmu Peternakan,225
Universitas Nusa Cendana,Ilmu Kesehatan Masyarakat,135
Universitas Nusa Cendana,Matematika,45
Universitas Nusa Cendana,Fisika,45
Universitas Nusa Cendana,Kimia,45
Universitas Nusa Cendana,Teknik Sipil,45
Universitas Nusa Cendana,Teknik Elektro,45
Universitas Nusa Cendana,Teknik Mesin,45
Universitas Nusa Cendana,Ilmu Komputer,45
Universitas Nusa Cendana,Teknik Arsitektur,27
Universitas Nusa Cendana,Teknik Pertambangan,27
Universitas Nusa Cendana,Pendidikan Dokter,27
Universitas Nusa Cendana,Budidaya Perikanan,36
Universitas Nusa Cendana,Kedokteran Hewan,27
Universitas Nusa Cendana,Kehutanan,36
Universitas Timor,Pend. Matematika,50
Universitas Hasanuddin,Matematika,44
Universitas Hasanuddin,Fisika ,44
Universitas Hasanuddin,Kesehatan Masyarakat ,125
Universitas Hasanuddin,Farmasi ,85
Universitas Hasanuddin,Kimia ,50
Universitas Hasanuddin,Biologi ,50
Universitas Hasanuddin,Pendidikan Dokter,125
Universitas Hasanuddin,Agroteknologi ,200
Universitas Hasanuddin,Ilmu Dan Teknologi Pangan ,50
Universitas Hasanuddin,Agribisnis ,100
Universitas Hasanuddin,Keteknikan Pertanian ,50
Universitas Hasanuddin,Teknik Sipil ,70
Universitas Hasanuddin,Teknik Mesin ,75
Universitas Hasanuddin,Teknik Elektro ,60
Universitas Hasanuddin,Teknik Perkapalan ,50
Universitas Hasanuddin,Teknik Geologi ,60
Universitas Hasanuddin,Pendidikan Dokter Gigi ,50
Universitas Hasanuddin,Teknik Arsitektur ,45
Universitas Hasanuddin,Kehutanan ,150
Universitas Hasanuddin,Geofisika ,44
Universitas Hasanuddin,Statistika ,40
Universitas Hasanuddin,Ilmu Gizi ,40
Universitas Hasanuddin,Ilmu Kelautan ,85
Universitas Hasanuddin,Budidaya Perairan ,50
Universitas Hasanuddin,Manajemen Sumberdaya Perairan ,50
Universitas Hasanuddin,Pemanfaatan Sumberdaya Perikanan ,50
Universitas Hasanuddin,Sosial Ekonomi Perikanan ,40
Universitas Hasanuddin,Ilmu Keperawatan,75
Universitas Hasanuddin,Peternakan,160
Universitas Hasanuddin,Teknik Kelautan ,35
Universitas Hasanuddin,Teknik Industri ,45
Universitas Hasanuddin,Teknik Sistem Perkapalan ,45
Universitas Hasanuddin,Teknik Pengemb. Wilayah Kota ,45
Universitas Hasanuddin,Teknik Pertambangan ,35
Universitas Hasanuddin,Teknik Informatika ,45
Universitas Hasanuddin,Fisoterapi ,30
Universitas Hasanuddin,Teknik Lingkungan ,40
Universitas Hasanuddin,Kedokteran Hewan,20
Universitas Hasanuddin,Psikologi,35
Universitas Hasanuddin,Ilmu Komputer,30
Universitas Negeri Makassar,Pendidikan Matematika,29
Universitas Negeri Makassar,Pendidikan Fisika,29
Universitas Negeri Makassar,Pendidikan Kimia,29
Universitas Negeri Makassar,Pendidikan Biologi,29
Universitas Negeri Makassar,Matematika,15
Universitas Negeri Makassar,Fisika,15
Universitas Negeri Makassar,Kimia,15
Universitas Negeri Makassar,Biologi,15
Universitas Negeri Makassar,Geografi,15
Universitas Negeri Makassar,Pendidikan Teknik Elektro,29
Universitas Negeri Makassar,Pend. Teknik Elektronika,15
Universitas Negeri Makassar,Pendidikan Teknik Mesin,15
Universitas Negeri Makassar,Pend. Teknik Otomotif,29
Universitas Negeri Makassar,Pendidikan Teknik Bangunan,29
Universitas Negeri Makassar,Ilmu Keolahragaan,57
Universitas Negeri Makassar,Pendidikan Teknik Informatika & Komputer,44
Universitas Negeri Makassar,Pend. Kimia Kls Internasional (Bilingual),15
Universitas Negeri Makassar,Pend. Matematika Kls Internas. (Bilingual),15
Universitas Negeri Makassar,Desain Komunikasi Visual,41
Universitas Negeri Makassar,Pend. Biologi Kls Internasional (Bilingual),15
Universitas Negeri Makassar,Pendidikan Teknologi Pertanian,29
Universitas Negeri Makassar,Pendidikan Ipa,29
Universitas Negeri Makassar,Statistika,29
Universitas Negeri Makassar,Teknik Komputer,29
Universitas Islam Negeri Alauddin,Matematika,45
Universitas Islam Negeri Alauddin,Kimia,40
Universitas Islam Negeri Alauddin,Teknik Perencanaan Wilayah Dan Kota,40
Universitas Islam Negeri Alauddin,Teknik Arsitektur,45
Universitas Islam Negeri Alauddin,Ilmu Peternakan,45
Universitas Islam Negeri Alauddin,Sistem Informasi,20
Universitas Islam Negeri Alauddin,Pendidikan Dokter,25
Universitas Sam Ratulangi,Pendidikan Dokter,68
Universitas Sam Ratulangi,Pendidikan Dokter Gigi,12
Universitas Sam Ratulangi,Ilmu Kesehatan Masyarakat,90
Universitas Sam Ratulangi,Ilmu Keperawatan,34
Universitas Sam Ratulangi,Teknik Elektro,36
Universitas Sam Ratulangi,Teknik Mesin ,27
Universitas Sam Ratulangi,Teknik Sipil,54
Universitas Sam Ratulangi,Arsitektur,36
Universitas Sam Ratulangi,Perencanaan Wilayah Dan Kota,36
Universitas Sam Ratulangi,Ilmu Dan Teknologi Pangan,27
Universitas Sam Ratulangi,Fisika,23
Universitas Sam Ratulangi,Biologi,27
Universitas Sam Ratulangi,Agribisnis,90
Universitas Sam Ratulangi,Agroekoteknologi,27
Universitas Sam Ratulangi,Peternakan,99
Universitas Sam Ratulangi,Ilmu Kelautan ,45
Universitas Sam Ratulangi,Manajemen Sumberdaya Perairan,23
Universitas Sam Ratulangi,Teknologi Hasil Perikanan,23
Universitas Sam Ratulangi,Pemanfaatan Sumberdaya Perikanan,23
Universitas Sam Ratulangi,Kehutanan,27
Universitas Sam Ratulangi,Informatika,36
Universitas Sam Ratulangi,Farmasi,36
Universitas Sam Ratulangi,Teknik Lingkungan,18
Universitas Sam Ratulangi,Sistem Informasi,36
Universitas Sam Ratulangi,Agronomi,21
Universitas Negeri Manado,Pend. Fisika,32
Universitas Negeri Manado,Pend. Matematika,80
Universitas Negeri Manado,Pend. Inf./Kom,80
Universitas Negeri Manado,Ilmu Keolahragaan,32
Universitas Negeri Manado,Arsitektur,32
Universitas Negeri Manado,Teknik Informatika,64
Universitas Negeri Manado,Teknik Sipil,32
Universitas Negeri Manado,Ilmu Kesehatan Masyarakat,64
Universitas Negeri Manado,Teknik Mesin,32
Universitas Tadulako,Pend. Biologi,75
Universitas Tadulako,Pend. Matematika,75
Universitas Tadulako,Pend. Fisika,75
Universitas Tadulako,Agroteknologi,225
Universitas Tadulako,Kehutanan,300
Universitas Tadulako,Teknik Sipil,80
Universitas Tadulako,Teknik Arsitektur,48
Universitas Tadulako,Teknik Elektro,40
Universitas Tadulako,Fisika,40
Universitas Tadulako,Matematika,40
Universitas Tadulako,Kimia,40
Universitas Tadulako,Biologi,40
Universitas Tadulako,Pend. Dokter,75
Universitas Tadulako,Kesehatan Masyarakat,150
Universitas Tadulako,Farmasi,60
Universitas Tadulako,Teknik Informatika,48
Universitas Tadulako,Teknik Geologi,40
Universitas Tadulako,Perencanaan Wilayah Dan Kota,48
Universitas Tadulako,Gizi,53
Universitas Tadulako,Teknik Geo Fisika,50
Universitas Sulawesi Barat,Keperawatan ,80
Universitas Sulawesi Barat,Teknik Informatika,143
Universitas Sulawesi Barat,Pend. Matematika,100
Universitas Haluoleo,Agribisnis,45
Universitas Haluoleo,Agroteknologi / Agroekoteknologi,45
Universitas Haluoleo,Budidaya Perairan,27
Universitas Haluoleo,Matematika,24
Universitas Haluoleo,Fisika,28
Universitas Haluoleo,Kimia,40
Universitas Haluoleo,Biologi,30
Universitas Haluoleo,Ilmu Kesehatan Masyarakat,140
Universitas Haluoleo,Pendidikan Matematika,50
Universitas Haluoleo,Pendidikan Biologi,25
Universitas Haluoleo,Pendidikan Fisika,60
Universitas Haluoleo,Pendidikan Kimia,50
Universitas Haluoleo,Teknik Sipil,35
Universitas Haluoleo,Teknik Arsitektur,32
Universitas Haluoleo,Teknik Mesin,35
Universitas Haluoleo,Teknik Elektro,32
Universitas Haluoleo,Teknik Informatika,24
Universitas Haluoleo,Pendidikan Dokter,40
Universitas Haluoleo,Kehutanan,60
Universitas Haluoleo,Farmasi,80
Universitas Haluoleo,Teknik Geologi,40
Universitas Haluoleo,Ilmu Lingkungan,48
Universitas Haluoleo,Teknik Pertambangan,40
Universitas Haluoleo,Geografi,20
Universitas Haluoleo,Ilmu Keolahragaan,30
Universitas Haluoleo,Statistika,24
Universitas Haluoleo,Ilmu Komputer,24
Universitas Sembilan Belas November Kolaka,Sistem Informasi,100
Universitas Sembilan Belas November Kolaka,Teknik Sipil,64
Universitas Sembilan Belas November Kolaka,Teknik Pertambangan,64
Universitas Sembilan Belas November Kolaka,Agribisnis,80
Universitas Sembilan Belas November Kolaka,Kimia,48
Universitas Sembilan Belas November Kolaka,Ilmu Komputer,56
Universitas Sembilan Belas November Kolaka,Farmasi,48
Universitas Negeri Gorontalo,Pendidikan Biologi,51
Universitas Negeri Gorontalo,Pendidikan Kimia,43
Universitas Negeri Gorontalo,Pendidikan Geografi,54
Universitas Negeri Gorontalo,Sistem Informasi,40
Universitas Negeri Gorontalo,Kesehatan Masyarakat,99
Universitas Negeri Gorontalo,Manajamen Sumberdaya Perairan,90
Universitas Negeri Gorontalo,Keperawatan,67
Universitas Negeri Gorontalo,Teknik Sipil,40
Universitas Negeri Gorontalo,Teknik Arsitektur,34
Universitas Negeri Gorontalo,Farmasi,63
Universitas Negeri Gorontalo,Teknik Geologi,18
Universitas Negeri Gorontalo,Teknik Industri,27
Universitas Negeri Gorontalo,Ilmu Teknologi Pangan,54
Universitas Negeri Gorontalo,Kimia,43
Universitas Negeri Gorontalo,Statistika,28
Universitas Pattimura,Pend. Matematika,40
Universitas Pattimura,Pend. Kimia,40
Universitas Pattimura,Agribisnis,50
Universitas Pattimura,Agroteknologi,35
Universitas Pattimura,Kehutanan,60
Universitas Pattimura,Peternakan,30
Universitas Pattimura,Teknik Industri,50
Universitas Pattimura,Pemanfaatan Sd Perikanan,40
Universitas Pattimura,Biologi,63
Universitas Pattimura,Pendidikan Dokter,75
Universitas Pattimura,Perencanaan Wilayah Dan Kota,50
Universitas Pattimura,Teknik Sipil,50
Universitas Pattimura,Teknik Geologi,8
Universitas Pattimura,Statistika,38
Universitas Pattimura,Teknik Perminyakan,8
Universitas Khairun,Teknik Sipil,60
Universitas Khairun,Teknik Mesin,32
Universitas Khairun,Arsitektur,40
Universitas Khairun,Peternakan,20
Universitas Khairun,Teknik Pertambangan,24
Universitas Khairun,Pendidikan Dokter,20
Universitas Cenderawasih,Matematika,13
Universitas Cenderawasih,Biologi,13
Universitas Cenderawasih,Kimia,13
Universitas Cenderawasih,Fisika,13
Universitas Cenderawasih,Ilmu Kesehatan Masyarakat,45
Universitas Cenderawasih,Pend. Biologi,13
Universitas Cenderawasih,Teknik Sipil,13
Universitas Cenderawasih,Pendidikan Dokter,13
Universitas Cenderawasih,Ilmu Keperawatan,13
Universitas Cenderawasih,Teknik Pertambangan,18
Universitas Cenderawasih,Farmasi,13
Universitas Cenderawasih,Sistem Informasi,13
Universitas Cenderawasih,Perencanaan Wilayah Dan Kota/Planologi,13
Universitas Cenderawasih,Ilmu Keolahragaan,45
Universitas Cenderawasih,Ilmu Perikanan,13
Universitas Cenderawasih,Statistika,13
Universitas Musamus Merauke,Teknik Sipil,60
Universitas Musamus Merauke,Arsitektur,20
Universitas Musamus Merauke,Keteknikan Pertanian,25
Universitas Musamus Merauke,Agribisnis,30
Universitas Musamus Merauke,Pendidikan Matematika,30
Universitas Papua,Teknologi Hasil Pertanian,24
Universitas Papua,Ilmu Kelautan,16
Universitas Papua,Matematika,16
Universitas Papua,Fisika,16
Universitas Papua,Biologi,28
Universitas Papua,Agribisnis,24
Universitas Papua,Agroteknologi,24
Universitas Papua,Kehutanan,24
Universitas Papua,Teknik Informatika,12
Universitas Papua,Teknik Pertambangan,24
Universitas Papua,Teknik Elektro,16
Universitas Papua,Pendidikan Biologi,16
Universitas Papua,Pendidikan Matematika,16
Universitas Papua,Pendidikan Kimia,16
Universitas Papua,Ilmu Tanah,24
Universitas Papua,Nutrisi Dan Teknologi Pakan Ternak,16
Universitas Papua,Teknik Sipil,16
